,Title,Body,URL,Date
10,Crossrail: 'Forensic focus' needed to complete project,"The route was due to open in December 2018 but has faced numerous delays. A committee has urged Transport for London (TfL) to keep a ""tight grasp"" on the project's leadership and budget, which is now £18.6bn after a £825m boost of government cash in December. TfL said there had been ""many challenges"", but the line would be opened ""as soon as possible"".  Known as the Elizabeth Line, the route, running from Reading to Essex through central London, has suffered from delays, budget complexities and issues with its construction work and signalling systems over the decade. Management of the scheme was transferred from Crossrail Ltd to TfL, chaired by Mayor of London Sadiq Khan, in October 2020. A cross-party London Assembly Transport Committee warned TfL and the mayor to ensure ""past mistakes are not repeated"". It also said there may not be ""enough resources or the right level of expertise"" to complete its final phases with safety assurance activities and technical processes. The inquiry noted the coronavirus pandemic had ""exacerbated resource constraints"" and created ""possible staff burnout"". Chairwoman of the Transport Committee, Alison Moore, said it was ""vital"" TfL and the mayor ""adopt a Sherlock-style forensic focus"" to deliver the project on time and on budget. She insisted Londoners ""need assurance"" that ""they will be no further out of pocket"". ""Covid-19 has understandably put increased financial and staff pressures on Crossrail opening the Elizabeth Line,"" she said. ""However there are aspects to delivering Crossrail, such as supporting employees' workloads and better forecasting project delays, that can contribute to delivering as promised."" She added it was ""imperative"" the line was ""up and running as soon as possible"".  London's transport commissioner Andy Byford said his focus ""remains on safely opening the Elizabeth line as soon as possible"". ""There have been many challenges with delivering the railway and I am confident lessons are being learned and applied in these complex final stages of delivery. ""The coronavirus pandemic has obviously had some impact on the project and ways of working, and Crossrail has responded to this by ensuring sites remain a safe place to work,"" he added.",https://www.bbc.co.uk/news/uk-england-london-55920537,2021-02-04
11,Crossrail: 'Unrealistic timeframe' caused delays,"Decisions were driven by a desire to meet the December 2018 deadline for the new east-west railway in London, the National Audit Office (NAO) said. Crossrail cut risk management teams ahead of an expected completion, but is now rehiring them, the NAO said. The company said it had taken the views of the watchdog ""very seriously"". The overall budget for Crossrail has risen from £14.8bn in 2010 to £17.6bn. In response to delays in the schedule, testing of train and signalling systems were carried out in early 2018 even though ""few meaningful results could be acquired at this point"" because of a software problem, the report stated. This took time away from those involved in construction work. Changes to designs and contractors' delivery schedules cost around £2.5bn between 2013 and 2018, according to the NAO's analysis. Amyas Morse, the head of the NAO, said: ""Throughout delivery, and even as pressures mounted, Crossrail Ltd clung to the unrealistic view that it could complete the programme to the original timetable, which has had damaging consequences. ""While we cannot make an overall assessment of value for money until Crossrail is complete, there have been a number of choices made in the course of this project that have clearly damaged public value."" Crossrail Ltd, the company building the railway, said services between Paddington and Abbey Wood will begin by March 2021, although Bond Street station will not be ready. Full services across the line from Reading and Heathrow in the west to Abbey Wood and Shenfield in the east will begin ""as soon as possible"", it added. Crossrail Ltd chief executive Mark Wild said the company have taken the views of the NAO ""very seriously"". He added that a ""new leadership team and enhanced governance structure has been put in place to strengthen the Crossrail programme and put the project back on track"". ",https://www.bbc.co.uk/news/uk-england-london-48147695,2019-05-03
12,Crossrail delay: 'Unacceptable' lack of accountability,"Crossrail, Europe's biggest infrastructure project, had been due to open in December 2018, but will not now open fully until 2020 at the earliest.  Three emergency cash injections have seen the cost of the route rise from £14.8bn to £17.6bn. The Department for Transport (DfT) said it ""absolutely rejects"" claims there was insufficient oversight. Both the DfT and Transport for London (TfL) are joint sponsors of the project, which is run through an ""arms-length"" body, Crossrail Ltd. A report by the Commons' Public Accounts Committee found an ""unacceptably laissez-faire"" attitude to project costs from the overlapping organisations.  The DfT and Crossrail Ltd ""are unable to fully explain how the programme has been allowed to unravel,"" the report found. All three bodies were ""unwilling to pinpoint responsibility to a single individual or entity"", the committee said. Four months before the line was due in December 2018   to allow more time for testing.  A ""fixation on a delivery deadline of December 2018"" led to warning signs being missed or ignored when the programme was in trouble, the report said. TfL estimates it will miss out on at least £20m in revenue due to the delay. Elizabeth Line trains are already operating between Shenfield and Liverpool Street, and between Paddington and Hayes & Harlington. When fully open, the project will help ease London's chronic congestion. Trains will run from Reading and Heathrow in the west through 13 miles of new tunnels to Shenfield and Abbey Wood in the east. Crossrail says the new line will connect Paddington to Canary Wharf in 17 minutes and described the 10-year project as ""hugely complex"". An estimated 200 million passengers will use the new underground line annually, increasing central London rail capacity by 10% - the largest increase since World War Two. The fall from grace for Crossrail continues.  This report raises more questions than answers about the beleaguered project and its delay.  Again there are questions about governance structures - who was in charge of what bits? - and a lack of oversight and clarity. The Dft gets particular criticism.  Londoners will also be annoyed there is still no opening date in sight - the latest news we have is that none of the stations are yet finished - and the testing of trains has hit technical problems.  Even opening in 2020 looks unlikely. It's a real, real mess.  Committee chair Meg Hillier said: ""Passengers were led to believe they would be able use new Crossrail services through central London from the end of last year. ""It is unacceptable that Parliament and the public still do not know the root causes of the failures that beset this project. ""Accountability in the use of public money is of fundamental importance.""  The Public Accounts Committee has asked for the DfT to publish an accurate governance structure for the project and ""set out clearly what consequences there have been for well-rewarded officials whose costly failures are paid for by taxpayers"". A DfT spokesperson said: ""The department consistently challenged the leadership of Crossrail Ltd, a wholly-owned subsidiary of TfL, on the delivery of this project."" ""As soon as the company admitted delay, the Department and TfL acted swiftly to identify lessons, change the leadership of the Crossrail Ltd board, and strengthen governance and oversight. "" Recently installed replacement Crossrail chief executive Mark Wild said: ""We take the views of the Public Accounts Committee very seriously and will be reviewing their recommendations carefully.  ""The Elizabeth line will be completed as quickly as possible and brought into service for passengers.  ""The team is working extremely hard to establish a new approach through the development of an earliest opening programme for the railway and we will be providing more details later this month.""",https://www.bbc.co.uk/news/uk-england-london-47787367,2019-04-03
13,Spending Review: London's Crossrail 2 funding stopped,"The £41bn rail line was scheduled to open in the 2030s and run under London from the north-east to the south-west. On Thursday the Treasury confirmed   it had agreed with Transport for London (TfL) not to fund the project However, the London mayor's office said it planned to safeguard the route in case work could begin in the future. The Treasury said ending the project would ""free up investment"" to raise the performance of public transport networks in other cities ""towards London's gold standard"".  ""Levelling up the rest of the UK does not mean levelling London down,"" a departmental spokesperson added. At the start of November, TfL agreed to end consultancy work on Crossrail 2 ""as soon as possible"", as a condition of the government's  . TfL maintains the project is ""still relevant and aligned to the Department for Transport's decarbonisation plan"". The Treasury said it was ""continuing to address capacity issues in the capital, by financing the completion of Crossrail"". Crossrail - to be known as the Elizabeth Line - was initially due to open in December 2018 but has faced numerous delays. The line is due to connect Berkshire to Essex via central London.  without an additional £1.1bn of funding. ",https://www.bbc.co.uk/news/uk-england-london-55076858,2020-11-26
14,HS2 and Crossrail chairman resigns,"Sir Terry Morgan, 70, has been involved in London's Crossrail project for the past decade and took up the HS2 role just four months ago. He told the BBC this week there was disappointment at Westminster about the delays affecting Crossrail.  The Elizabeth Line had been due to open in December 2018. However, it has been   to allow more time for testing. Sir Terry said on Saturday that he  . ""My expectation is that I will be asked to resign, and in the interests of both great programmes, that is what I will do,"" he told the BBC on Monday. He said the Crossrail programme had been put back partly because of delays in ordering the trains, which was ultimately the responsibility of the Mayor of London, Sadiq Khan. Mr Khan said: ""Not only was I angry when Crossrail informed us that the project would be delayed, but historically there has been a lack of adequate information shared by the senior Crossrail leadership with the project's joint sponsors - namely, the Department for Transport and Transport for London."" The project's budget was increased from £14.8bn to £15.4bn in July due to ""cost pressures"", and in October the Mayor of London was offered £350m of additional government funding. Allan Cook has been appointed as the new chair of HS2, and a Crossrail successor will be announced, the Department for Transport said. HS2, the government's planned £55bn high-speed rail network, promises to cut journey times from London to Birmingham, Manchester and Leeds when up and running. But there has been criticism of the project in terms of how much it is expected to cost, and its impact on the environment. Transport Secretary Chris Grayling said: ""Sir Terry has been an integral part of Crossrail for almost a decade and I would like to thank him for his dedication and the expertise he brought to the role. I am also grateful to him for his work as chair of HS2.""",https://www.bbc.co.uk/news/uk-46460025,2018-12-05
15,Crossrail work 'will stop' without extra £1.1bn funding,"Papers from a Transport for London (TfL) finance committee meeting say the issue has become ""increasingly critical"" as the project ""will soon have committed all of its funds"". The route - known as the Elizabeth Line - was initially due to open in December 2018 but has faced numerous delays. TfL said discussions about funding were taking place with the government. In July, the Crossrail board said the line's central section, from Paddington to Abbey Wood,   while more funding could also be needed. The   say those behind the project had stated they required an ""additional £1.1bn... to complete the project"" and the issue was becoming ""increasingly critical"" as current funds could run out. ""At this point, the project will be no longer be able to make financial commitments and will be forced to shut down,"" the  papers say. The finance committee said if this was to happen it could have ""catastrophic consequences for the project's progress resulting in a significant, and a potentially permanent, loss of critical resources, significant claims and lengthy delays"". Commenting about the papers, a TfL spokesperson said the committee had ""outlined the risks to the Crossrail project should a deal to secure the remaining funding not be agreed"". It said ""TfL, the Greater London Authority and the government all continue to have constructive discussions"" and an announcement would be made ""in due course"". The Department for Transport said the final cost of the project was still being analysed but it would be holding ""regular performance meetings"" about it with TfL, while ""ensuring good value for the UK taxpayer"".",https://www.bbc.co.uk/news/uk-england-london-54386721,2020-10-02
16,Thames Estuary 'vision' Crossrail link to Ebbsfleet,"The Thames Estuary 2050 Growth Commission has  . It also wants to see the extension of the Crossrail project to link up with High Speed One at Ebbsfleet.  It is calling on the government to provide £20m for the development of the rail link to be built by 2029.  The government said it will make an announcement ""within the next six months"" if it will fund any of the commission's proposals.  Under the plans there would be redevelopment work taking place in Basildon, Castle Point and Southend, with a ""new medical research corridor"" in north Kent, extending to Canterbury.  Cultural and creative industries will be encouraged to expand in the East London boroughs of Tower Hamlets, Newham, Barking and Dagenham, Havering, Lewisham, and Bexley and Greenwich. There are also calls to make the Lower Thames Crossing between Kent and Essex suitable for rail transport and the potential for use by driverless vehicles. The commission said: ""The Thames Estuary area faces some real challenges, including significant pockets of deprivation. We believe it has the potential to support growth across the country."" James Brokenshire, Secretary of State for Communities, said: ""The Thames Estuary has enormous untapped potential and we are determined to unlock this to drive both local and national economic growth. ""The Commission has provided us with bold and ambitious set of recommendations, which we will consider in detail and respond to in due course.""",https://www.bbc.co.uk/news/uk-england-44601963,2018-06-25
17,Crossrail needs extra £450m and delayed until 2022,"The route - known as the Elizabeth Line - was initially due to open in December 2018 but has faced numerous delays. Crossrail has now said the line's central section, from Paddington to Abbey Wood, would be ready to open ""in the first half of 2022"". The Mayor of London is said to be ""deeply disappointed"" with the latest delay. Transport for London's new commissioner, Andy Byford, has been asked by City Hall to review Crossrail's latest update including any extra money the project may need. Mr Byford also said the delay was ""disappointing"" and said the Department for Transport (DfT) would also look at Crossrail's plans. The government has also launched a new ""acceleration unit"" designed to speed up road and rail infrastructure upgrades. Transport Secretary Grant Shapps revealed that a team of specialists will join the DfT to tackle delays to infrastructure projects caused by the pandemic. Crossrail's new date comes after the team behind the project said last month that the route  . Currently the trains run between Liverpool Street and Shenfield, Essex as well as between Paddington and Reading, Berkshire. There is also a line from Paddington to Heathrow operating. But the ongoing Covid-19 pandemic is one of the reasons behind the new delay to completing the central section of the line, which will run mostly through tunnels. The team said social distancing meant that a maximum of 2,000 people were now allowed on Crossrail sites - less than 50% of the staffing levels before the pandemic. The project's boss said their ""focus remains on opening the Elizabeth Line as soon as possible"" and that they have a ""comprehensive plan"". Crossrail's CEO Mark Wild said the project is in its ""complex final stages"".  ""It is being completed at a time of great uncertainty due to the risks and potential impacts of further Covid outbreaks,"" he added. ""We are working tirelessly to complete the remaining infrastructure works so that we can fully test the railway and successfully transition the project as an operational railway to Transport for London."" The crucial point to remember with these ""opening dates"" is no one actually knows when Crossrail will start operating. These dates are now an educated estimate but so many dates have come and gone that no one will trust the latest one. Crossrail already had problems and due to Covid-19, inevitably construction slowed down and the complex testing of the hi-tech signalling systems will now only start in October. Train testing then starts but more problems will probably crop up. There could also be more delays due to more Covid outbreaks. Don't forget this further delay has a big knock-on on TfL's finances which are already in a dire state. It will also affect all those businesses and tenants up and down the line who have been paying increased rent on the promise of Crossrail.  Until it opens - Crossrail is shut.",https://www.bbc.co.uk/news/uk-england-london-53847738,2020-08-21
18,Crossrail: An extra £140m need to complete surface line,"The project, Europe's largest transport scheme, was due to open in December 2018 but has been beset by delays. The additional costs on the Network Rail-run section of the line are not related to the coronavirus pandemic. A new funding package will need to be developed with ""London as the primary beneficiary bearing the cost"", Railways Minister Chris Heaton-Harris said. Mr Heaton-Harris called the cost increase and schedule delays ""very disappointing"".   Delays in upgrades to stations and provision of power are behind the extra cost. The cost of the surface lines either side of the tunnels, run by Network Rail, now stands at just under £3bn. This is in addition to the   agreed last November for the Crossrail project as a whole. Work has now restarted on Crossrail sites following a pause due to coronavirus. The London Assembly Transport Committee said: ""We knew costs were increasing before Covid hit. It now seems almost certain that the project will be further delayed and put further into the red as a result of this crisis.""",https://www.bbc.co.uk/news/uk-england-london-53483675,2020-07-21
19,Heathrow loses Crossrail access charge case,"The airport spent £1bn building the five-mile line 20 years ago to connect the hub to the Great Western track. The Office of Rail and Road (ORR) previously decided Heathrow could not charge trains for using the line, which it said would cost about £42m a year. The airport applied for a judicial review claiming the ORR did not have the power to reach that decision. The west London airport also claimed the ORR's ruling was irrational. But, Mr Justice Ouseley said on Friday the challenge had failed on all grounds. A Heathrow spokesman said: ""We are disappointed with today's ruling and are considering our next steps. ""Both Heathrow and Network Rail agree that track access charges must be fair to encourage future private investment in the rail network."" It added it was ""committed to increasing sustainable public transport to the airport"". An ORR spokeswoman said: ""We welcome this judgment and we will now work with all the affected parties to enable Crossrail services to start running as scheduled into the airport."" Four  trains an hour will run between Paddington and Heathrow terminals 2 to 4, replacing Heathrow Connect trains from May 2018. A spokesperson for the railway regulator said the airport had proposed each train should be charged historical build costs of £597 per use and an operational expenditure charge of £138 per use. But Heathrow said the   would be £460.09 per train between 2019 and 2028.",https://www.bbc.co.uk/news/uk-england-london-40059659,2017-05-26
