,Title,Body,URL,Date
10,Hinkley Point C nuclear reactor concrete base completed,"Work at the Somerset site has been continuing during the coronavirus lockdown with social distancing measures in place to protect workers. EDF Energy's delivery director for Hinkley C, Nigel Cann, said: ""We've been really able to learn lessons and be much more efficient the second time round."" The site should be completed by 2025.  ""When we did the first one, it was the first one built in a generation so the second one came to us a bit more easily, so it shows you experience is everything,"" Mr Cann said. The base was made from 20,000 m3 of nuclear grade concrete which was poured in using boom cranes. The concrete base for the first reactor was completed in June 2019. The next milestone is to build the roof of the first reactor. ""This is the iconic cylindrical building that will eventually hold the reactor and we are looking to do that as soon as possible in 2022,"" Mr Cann said. Since the lockdown began on 23 March, EDF Energy reduced the number workers from 4,000 to about 2,000 to ""enforce better social distancing"" on site. Body temperature checks were also introduced at site gates and meeting rooms were reconfigured to create extra space.",https://www.bbc.co.uk/news/uk-england-somerset-52882999,2020-06-01
11,Hinkley Point C: Life inside a nuclear power station construction campus,"Many are staying in two campuses built to help cope with this influx of workers on the Hinkley Point C plant.  Somerset firms were chosen to run the campuses and to provide food and drink, in an bid to help the local economy. While there were  , mainly men, coming into the area, police say they have dealt with just a few minor complaints. One worker said staying at the campus meant he could meet people from different walks of life ""so socially that's a good thing"". The two campus sites, at Bridgwater and Cannington, are both a few miles from the construction site. Front of house worker, Kady Finka, lives in Bridgwater and used to work in a pre-school. She said: ""It sounds like a cliché but I really love my job here, the people are amazing. ""People have come to me and asked, 'Aren't you going to be nervous working on that campus with all those men?' ""No, why would you be?"" The construction project has a drug and alcohol policy that involves random testing, not being allowed to report for work if under the influence of drugs or alcohol and not consuming any on site at Hinkley Point C. If anyone is believed to be under the influence they can also be tested and reported. Also anyone caught using illegal drugs will be reported to the police. Ms Finka said she did not think people working there would run the risk of causing trouble in the local area and the strict rules helped ensure that. Lee Bottomley from Yeovil works for Wincanton Logistics. He oversees the paperwork of all the assets going on to the site - which currently stands at about six million items to have gone into Hinkley Point C since he started working there in 2010. He regularly stays at one of the campuses and said: ""I don't think it's like a university campus, it's superior to that. ""You speak to various people doing the tunnelling, the jetties, to do the marine works - so you get to talk to people from different walks of life that you generally wouldn't get to talk to on the project. ""So, socially that's a good thing - there's people from Poland, France, even local people from Bridgwater who come to stay here."" From the very start of the project, EDF Energy said it wanted to use Somerset suppliers and employ as many local residents as possible. One example is a local company, Host Somerset which runs the two workers' campuses. The larger, Bridgwater-based Sedgemoor campus opened in October and can house 986 people. General manager, Paul Warburton said: ""We've got 340 staff between both of the campuses and as they get busier the staff bases will move.  ""This week we've got 120 working out of Sedgemoor and many of them are from the local community and can actually walk to work. ""So 24% of all of the team are based within a mile of here in Sydenham, over 70% are based within 20 miles and very few are based outside of that area."" Caterers Somerset Larder are local and food is sourced in the area where possible. The ales available are also made in the county. EDF Energy's external communications manager, Andrew Cockcroft, said: ""The Somerset Larder and Quantock Brewery - they're prime examples of how we're keeping things as local as we can. ""On the supply chain we could have quite easily gone to big national suppliers, a big accommodation facilities management company to run the campus, a big framework contract to run the place, a national caterer to put the restaurant in place, all of that. ""But we chose the difficult route, which is helping local companies run the place and work in it as well."" Caroline Norris from Taunton oversees the contract between Host and EDF Energy.  She used to be an officer in the Intelligence Corps for nine years, working in Afghanistan, Qatar and weapons intelligence. ""With any job, the main thing is communication - you need it in the military and likewise you need that here as a project manager for EDF."" She said out of 120 people working in site operations, about 60% were ex-military. ""There's always some fun and games - the RAF always lose out at the end of the day in any argument. It's all done in good humour,"" she added. Liverpudlian Peter Henderson is working as a grinder for a Belgian contractor, Socea Denys.  He cleans the seals of 40ft (12m) metal pipe edges before they are coupled and welded together. These 17-tonne pipes are for the water cooling system of the nuclear reactors. He said: ""There's a lot of men working on the project - although the site is absolutely massive the space that we work in is small, with joiners, steel fixers, concrete pourers. ""You put a massive pipe in and the steel fixers have got to fix the steel, the chippies have to put the wood in so the concrete can get poured and that fixes our pipes."" As the project gets busier with about 6,000 workers building the power station, all the rooms will be opened up at Sedgemoor Campus. The campus has an expected lifespan of eight years - after this, as it is a modular build, it can be dismantled to allow for new developments.",https://www.bbc.co.uk/news/uk-england-somerset-47718991,2019-03-31
12,Hinkley Point C boss leaves project,"Chris Bakken, the project director for Hinkley Point C in Somerset, will take up a new role at US energy company Entergy in April. EDF Energy said he had decided to return to his home country to pursue ""new professional opportunities"" and spend more time with his family. He has been in charge of the £18bn Hinkley Point C project since 2011. A final investment decision for the nuclear project   last month. Hinkley is due to start generating power in 2025, and is expected to provide 7% of the UK's electricity once it is running.",https://www.bbc.co.uk/news/uk-england-somerset-35482001,2016-02-03
13,Hinkley C: Caravan site expansion planned to house more workers,"Construction bosses said 8,600 people will be needed for the final stages of the power station development, which is 3,000 more than originally predicted. Pre-application discussions with Sedgemoor Council have taken place over 163 extra caravan pitches at Mill Farm. But councillors fear that the increase in the workforce could put pressure on the area's housing and education services. When the power station plan was first approved, EDF predicted the workforce would peak  . Of the proposed pitches on the Fiddington campsite, 102 will accommodate static caravans and 61 will be for touring caravans. The   was told the plans also include a new leisure centre and café. Somerset County Council has promised to negotiate with EDF Energy to secure further financial contributions towards projects in the area. The council's strategic manager for infrastructure programmes, Andy Coupé, said workers moving to the area with family could put pressure on education facilities. ""Accurate information remains challenging about the number and location of workforce children in the area."" Mr Coupé said an extra £1m would be provided through the Hinkley Point C Community Fund towards ""urban regeneration projects in Bridgwater town centre"". Additional funding will also be provided for additional car parking in nearby villages.",https://www.bbc.co.uk/news/uk-england-somerset-60886701,2022-03-26
14,Communities near Hinkley Point C to get £20m,"Energy company EDF has increased the amount in its community fund from £1m following criticism from local authorities. But the chief executive of Sedgemoor District Council says the money is not enough. EDF's Richard Mayson said the increase followed comment from the public and councils.  He said: ""At the time we looked around at what other large projects in the UK had done - various airport proposals over the last few years - and they were typically doing proposals of around £1m for these sorts of funds.  ""We listened very hard to the reaction of stage two consultation that obviously a lot of people recognise the economic benefits of the project but clearly a lot would like to see a decent-sized sum of money to address those other impacts of the project."" Mr Mayson said the £20m would be spent locally on projects chosen by the community and councils.  The company says it is expecting to spend £300m in total on mitigating the impact of the project, including £100m on benefiting the community. But Kerry Rickards, chief executive of the Conservative-run Sedgemoor District Council, said he felt more money could be made available. ""The Shetlands Community Trust has a fund of £150m set up now and they use that for a whole set of priorities that the communities have determined are their priorities,"" he said.",https://www.bbc.co.uk/news/uk-england-somerset-12577637,2011-02-25
15,Scots firms set to win Hinkley Point C nuclear bids,"Doosan Babcock, Clyde Union Pumps and the Weir Group are among the companies poised to win deals worth more than £1.3bn to build Hinkley Point C. The power station will provide 25,000 jobs during the construction phase. A final decision is expected in the coming months, after which the contracts will be signed. France's EDF Energy is leading the consortium to build Hinkley Point C in Somerset, which was given the go-ahead in October 2013.  It was one of eight places initially identified in England and Wales as potential sites for new nuclear power stations. The two reactors at Hinkley will provide power for about 60 years. It is hoped the plant will meet about 7% of the UK's demand. EDF said the companies had won preferred bidder status after an ""open and fair competition"". The company has estimated that more than 60% of the construction cost will be placed with UK firms, against an initial estimate of 57%. Out of the 25,000 jobs provided during construction, about 1,000 will be apprenticeships. EDF Energy chief executive officer Vincent de Rivaz, said: ""Hinkley Point C will be at the forefront of the revitalisation of the UK's industrial and skills base, and we have worked hard to build a robust supply chain to support new nuclear in the UK. ""The project will boost industrial stamina in the UK and kick-start the new nuclear programme. Experience gained at Hinkley Point will help firms be successful in nuclear projects around the world.""",https://www.bbc.co.uk/news/uk-scotland-scotland-business-33731793,2015-07-31
16,Views sought on Hinkley Point C nuclear power station,"The first of four Planning Inspectorate public meetings is taking place in the village of Cannington. EDF Energy submitted plans for the plant to the Infrastructure Planning Commission (IPC) last October.  Further meetings are due to take place in Otterhampton, Bridgwater and Stogursey later this month. It is the first opportunity for the Planning Inspectorate to hear the views in person of local people.  The planning application is being reviewed by the IPC which deals with large scale projects. It will recommend whether permission should be granted but the final decision rests with the government. If built, the new power station could open in 2020.",http://www.bbc.co.uk/news/uk-england-somerset-18003042,2012-05-09
17,Hinkley Point C innovation centre construction work to begin,"The Low Carbon Energy Innovation and Collaboration Centre is to be built on land at Woodlands Business Park.  The site will offer offices and workspace for companies involved in the construction of the new Hinkley Point C nuclear power station.  Preparatory work is to begin next week, with the centre opening in summer 2015.  The first phase of the multi-million pound project is being funded by the European Regional Development Fund and the local authority. Deputy leader of the council David Hall said: ""The innovation centre project is a major investment in Somerset which will help us capitalise on the construction of Hinkley Point C.  ""Most importantly, it will create jobs and encourage growth, providing a huge boost to the local economy and laying the foundations for long-term sustainable growth.""",https://www.bbc.co.uk/news/uk-england-somerset-28730863,2014-08-10
18,Hinkley Point C and the implications for Wales,"But what are the implications of Hinkley Point C for south Wales, with Barry only 14 miles (22.5km) across the Bristol Channel and Cardiff 19 miles (30.5km) away? The  was announced at a news conference by Prime Minister David Cameron and Chinese President Xi Jinping. Excavation work has already started on this third reactor to be built on the coast. It could lead to thousands of construction jobs that could benefit Wales too.  But there are environmental implications as well, not least that radioactive waste could be stored on site for between 100 to 160 years.  That is the prospect at least until a safe long term nuclear depositary site has been identified to take all of the UK's historical nuclear waste - currently at Sellafield - as well as the new radioactive waste from the new fleet of power plants including Wylfa Newydd, Oldbury and Sizewell. Nigel Cann, construction director for EDF Energy at Hinkley Point C, said as well as 14m high sea walls the plant was designed to survive collision with aircraft. ""We build in margins of safety - for 10,000 years and extra for issues like global warming,"" he said. He said 850,000 working hours had gone into the engineering and there was a ""robust"" independent regulatory process to ensure the design ""was safe and provided reassurance to the public"". EDF Energy says the design: The cooling systems will need very little intervention from humans. ""We take management of radioactive fuel hugely seriously and we understand the expectations on us as an operator is to make sure we do everything to the highest levels of safety,"" said Mr Cann.  Once the finance is confirmed, it will take 10 years and 10 million tonnes of concrete - that is 75 times the amount used to build Cardiff's Millennium Stadium. There will be work opportunities for Welsh construction companies; some workers are already commuting over the Severn Bridge. But nuclear energy sceptics point to two EDF plants which are currently behind schedule and over budget in Finland and France.  Greenpeace has been campaigning vigorously against nuclear power because it claims ""it's an unacceptable risk to the environment and to humanity"". It  s over state aid to Hinkley Point C. Prof Karen Henwood, a social sciences expert at Cardiff University has studied communities close to big nuclear projects.  ""Technical considerations mean that people can be quite on the back foot because they feel uneasy they don't have enough knowledge,"" she said. ""And there are differing ethical voices to be heard."" In Wales, despite Trawsfynydd and Wylfa sites, there has been a long standing opposition to nuclear power.  Cor Cochion Caerdydd - the Cardiff Red Choir - protest most weekends about issues, including distrust of nuclear power Choir member Paul Relph said: ""It's never been proved it's completely safe and my other concern is nuclear waste - we're leaving it for future generations, it's just wrong,"" he said. For the UK government, it is pursuing a mixed energy strategy to avoid possible power shortages in future.  At the same time, a quarter of Britain's old power plants are to be decommissioned during the next 10 years - and reliable, secure replacement power has to be found.",https://www.bbc.co.uk/news/uk-wales-34581939,2015-10-21
19,Hinkley Point C: Strike action ballot to be held,"The unions are in a longstanding dispute with EDF Energy over the different rates of pay among workers. EDF said it was disappointed as the terms and conditions were ""superior"" within the UK construction industry. In June, a ballot for strike action was averted after an interim agreement on bonus payments was agreed. This agreement was extended into September, while both sides hoped to reach a permanent agreement. The union says one of the issues is that the pay rates for workers on civil engineering contracts are ""significantly below"" the rates of workers covered by the mechanical and engineering (M&E) contract. Unite national officer for construction Jerry Swain said: ""Members have made their views clear; the unions warned the amount of money being offered was not sufficient and this has proved to be the case. ""The client and contractors need to understand that this is a high profile, complex project, built in a tightly controlled secure zone, which is being built in an isolated part of the UK.  ""It cannot and will not be built on the cheap."" HPC programme and construction delivery director Nigel Cann said the offer was ""both fair and reasonable"". He added that it offered ""workers an increase in basic pay as well as a bonus rate and other benefits that allows Hinkley Point C to attract, retain and reward the skilled workforce needed to build this important part of the UK's infrastructure"".    is expected to be operational in 2025.",http://www.bbc.co.uk/news/uk-england-somerset-41353437,2017-09-21
20,Hinkley Point C nuclear power station workers end mass sit-in,"On Tuesday about 600 staff staged a sit-in at the staff canteen, claiming they had not been paid for days when snow stopped work last week. EDF had said the workers were paid at a union-agreed rate. The BBC understands both sides have now reached agreement. Some 2,000 people are working on the site but were sent home on Thursday.",http://www.bbc.co.uk/news/uk-england-somerset-43320280,2018-03-07
21,Hinkley Point C nuclear emissions 'underestimated',"The Stop Hinkley group said reactors will discharge more radioactive waste into the Severn Estuary. The group's complaint relates to three permits issued by the Environment Agency for the running of the plant. But the agency said it had addressed concerns before issuing the permits. A decision on whether the plant will be built is expected on Tuesday. The permits cover the discharge and disposal of radioactive waste and cooling water. Stop Hinkley said its concerns were raised during the consultation process in December 2011 but were not answered in full by the agency.  The campaign group said it commissioned independent consultants to review the methods used to assess the environmental impacts of radioactive emissions, and found they would not be sufficient or wide-ranging enough to discover the effects on the marine environment. Campaigner, Nikki Clarke said: ""It's about the routine emissions of radioactive liquid and gas from the station, day-in, day-out. ""The reactors that they want to build, the fuel that goes into them is hotter and more dirty and more dangerous than the fuel currently loaded into the Hinkley B station. ""The concerns that we have raised should have been addressed in a satisfactory way, before the granting of the permits, but all they (the agency) are doing is rubber-stamping and facilitating the government policy, and ignoring every other voice."" Stop Hinkley jointly handed in its submissions to the EA with the Nuclear Free Authorities (NFLA) and other organisations.  In a statement the Environment Agency denied the campaign group's claims. ""We came to our decisions to issue the Hinkley Point C permits only after careful consideration of all the responses we received following the two periods of public consultation,"" a spokesperson for the agency said.  ""We are surprised that Stop Hinkley says we haven't addressed the NFLA's points. ""There is an entire section in our final decision document specifically dedicated to the NFLA's comments."" The agency also denied that the methodology used to assess the radioactive impact was inadequate. Stop Hinkley is now calling for the permits to be revoked and for its submissions to be answered in full before they can be re-issued. The agency said: ""We believe we have answered their submissions in full and there is no reason why we should revoke or reconsider the permits we have issued.""",http://www.bbc.co.uk/news/uk-england-somerset-21827409,2013-03-18
22,Hinkley Point C excavations unearth bones from the Dark Ages,"The discovery is one of many by archaeologists who have spent years excavating ground where Hinkley Point C is being built in Somerset. Flint tools dating from the Neolithic and Bronze Age periods and Roman building remains were also found. All the results of the dig, which began in 2012, are being revealed in an exhibition at the Museum of Somerset. As part of the planning process for the power plant, the law required the digs take place in order to establish the ""likely impacts on the historic environment"". Last week more heavy machinery began arriving at Hinkley Point C to begin the groundworks for the new nuclear power station which, according to estimates, will cost £24.5bn. The project is being led by EDF Energy. Further work is being carried out on the site where the Dark Ages cemetery was unearthed and the remains will be curated by the South West Heritage Trust. It will take several years to clean, identify and document all the finds which will also be deposited with the trust.  Trust member Councillor David Hall said the discoveries will help uncover ""the remnants of a complex story"".  He said: ""Believe me - there have been some surprising finds. ""For those who know the area well, and for those who are new to it, the exhibition is an important chance to understand more about Somerset's rich past."" The exhibition is running at the Museum of Somerset, at Taunton Castle, until 11 April.",https://www.bbc.co.uk/news/uk-england-somerset-30849222,2015-01-16
23,An Taisce bid to take Hinkley Point C legal challenge to European courts,"An Taisce is contesting the legality of granting consent for Hinkley Point C, 150 miles (240km) from the Irish coast. It claims under EU directives, Irish people should have been consulted about the environmental risks beforehand. At a hearing in London, its lawyers said the case should be referred to the European courts. In March 2013, Energy Secretary Ed Davey gave EDF Energy planning consent to build Hinkley Point C on the Somerset coast. But An Taisce claim the government failed to undertake a ""transboundary consultation"" with the Irish people as required by the European Commission's Environmental Impact Assessment Directive. The government says that such consultation was not necessary because nuclear accidents are not sufficiently likely due to the robustness of the UK regulatory regime Earlier, at the start of a two-day judicial review hearing in London, David Wolfe QC, for An Taisce, told the appeal judges the case turned on issues of European Union law. He said the appropriate course was a reference to the Court of Justice of the European Union.",https://www.bbc.co.uk/news/uk-england-wiltshire-28316530,2014-07-15
24,Hinkley Point C nuclear power station workers stage mass sit-in,"Workers employed by at the EDF Energy site claim they had not been paid for days when snow stopped work last week. The BBC understands local managers offered some pay but this was rejected as being too low. EDF Energy says those sent home would be paid in line with agreements signed with trade unions. Some 2,000 people are working on the site but were sent home on Thursday. Hundreds are now sitting in at the site canteen. One worker told the BBC: ""We got kicked off site last Thursday because of the snow. We couldn't go home. We had to report in each day.  ""I stayed in digs for four days. I was meant to be on shift Thursday to Sunday, but I'm not being paid for the weekend, just Thursday and Friday."" Many of the workers are represented by the Unite trade union, which said it was in talks with EDF to try to resolve the unofficial dispute. An EDF spokesman said: ""The majority of the Hinkley Point C workforce are working as normal today.  ""A smaller number of workers are disputing payments for bad weather and they are being encouraged to return to work. ""Employees who were unable to work at the site during recent bad weather will be paid in line with agreements signed with the trade unions.  ""The safety of our workforce is paramount and a decision was made to close the site on Thursday ahead of the bad weather.  ""Work was carried out over the weekend to ensure the site was available for a safe return to work today.""",https://www.bbc.co.uk/news/uk-england-somerset-43304724,2018-03-06
25,Temporary jetty at Hinkley Point C in Somerset approved,"The company behind the plans, EDF Energy, said it welcomed the decision. The 500-metre long structure would be used to bring in materials during the construction of the proposed new nuclear power station, if approved. The approval of the jetty does not have any bearing on whether the new power station itself will get the go ahead. EDF Energy said it would take down the jetty and restore the area to its original condition if permission for the new reactors was not granted.  A company statement said the the temporary jetty will allow ""significant volumes of construction materials to be delivered by sea"" in a bid to minimise traffic on local roads.  ""One sea vessel alone will avoid up to 250 heavy goods vehicles using the local road network,"" the statement continued. Richard Mayson, from EDF Energy Nuclear New Build, said he was pleased the applications, which were submitted in December 2010, had been given the go ahead. ""It will make a considerable contribution towards mitigating the impact of the station's construction on the local community. ""[The] decisions mark another important step in the right direction.""  Work on the jetty will start as soon as possible and will take about 15 months to build.  Approval was granted by the Marine Management Organisation and the secretary of state for energy and climate change.",https://www.bbc.co.uk/news/uk-england-somerset-18923645,2012-07-20
26,Hinkley Point C: 'Shoehorn' homes plan refused,"Strongvox Homes was granted permission in 2006 to build 55 homes on land at Paddons Farm in Stogursey. West Somerset Council voted to turn down plans to increase the number of homes to 66 - the second such request since approval was granted. Strongvox has appealed against the council's decision. Financial issues have caused delays in completing the site, since permission for 55 homes was granted, with only 39 homes being constructed to date, according to the   (LDRS). Councillor Susan Goss criticised the ""over-development"" of the site, arguing: ""This does not fulfil the needs of the people who live there. This amounts to shoehorning more houses into this site."" The Planning Inspectorate has not confirmed when a decision on the ongoing appeal for the site will be published.",https://www.bbc.co.uk/news/uk-england-somerset-47416621,2019-03-01
27,EDF: Hinkley Point C bypass 'could be built earlier',"EDF Energy said it would build the road around Cannington if planning consent was granted for the Hinkley Point C plant. It said the work would reduce the amount of works traffic having to drive through the village. If the government grants permission, the plant could open by 2020. EDF Energy said work to build a storage area at Combwich would also be held back until the bypass is finished.",https://www.bbc.co.uk/news/uk-england-somerset-18769362,2012-07-09
